id,item_uuid,name,price,description,image,ingredient,genre,store,country
214,0254465,クリスピーチキン\r\n（ハバネロホット）,160,さっぱりとした鶏むね肉にクリスピーな衣の食感が特徴です。味付けに用いる唐辛子にはハバネロも配合し、刺激がたまらない逸品に仕上げました。,https://www.family.co.jp/content/dam/family/goods/0254465.jpg,鶏肉,揚げ物,FamilyMart,日本
215,0254793,ファミチキ\r\n（ハバネロホット）,198,「ハバネロ」を使用した刺激的な辛さがやみつきになる、辛い物好きの方にオススメの辛旨ファミチキです。［数量限定］,https://www.family.co.jp/content/dam/family/goods/0254793.jpg,鶏肉,フライドチキン,FamilyMart,日本
216,0254540,炭火焼きとりかわタレ,108,炭火で焼いた鶏のかわを、4種の醤油を使用したタレで仕上げました。おかずにもおつまみにもぴったりな焼きとりです。,https://www.family.co.jp/content/dam/family/goods/0254540.jpg,鶏肉,焼き鳥,FamilyMart,日本
217,0253154,炭火焼きとりぼんじりタレ,128,プリッとした食感と脂の旨みが特徴のぼんじりを、4種の醤油を使用したこだわりのタレで仕上げました。［数量限定］,https://www.family.co.jp/content/dam/family/goods/0253154.jpg,鶏肉,焼き鳥,FamilyMart,日本
218,0252355,照焼チキンステーキ,220,ジューシーな鶏もも肉を醤油とみりんのきいた照焼タレで焼き上げたチキンステーキです。,https://www.family.co.jp/content/dam/family/goods/0252355.jpg,鶏肉,変わり種,FamilyMart,日本
219,0255332,カニクリームコロッケ,128,北海道産牛乳を使用しました。カニの風味とミルクのクリーミーさを感じられる、なめらかな食感のカニクリームコロッケです。［数量限定］,https://www.family.co.jp/content/dam/family/goods/0255332.jpg,かに,コロッケ,FamilyMart,日本
220,0250948,炭火焼きとり　ももタレ,108,炭火で焼いた鶏のもも肉を、4種の醤油を使用したこだわりのタレで仕上げました。おかずにもおつまみにもぴったりな焼きとりです。,https://www.family.co.jp/content/dam/family/goods/0250948.jpg,鶏肉,焼き鳥,FamilyMart,日本
221,0254458,クリスピーチキン\r\n（プレーン）,160,さっぱりとした鶏むね肉にクリスピーな衣の食感が特徴です。醤油とにんにくを使ったシンプルな味つけながらも、次の一口が欲しくなるクセになる逸品です。,https://www.family.co.jp/content/dam/family/goods/0254458.jpg,鶏肉,揚げ物,FamilyMart,日本
222,0253918,ファミコロ（牛肉コロッケ）,88,じゃがいもの食感と牛肉の旨みを感じるコロッケです。,https://www.family.co.jp/content/dam/family/goods/0253918.jpg,牛肉,コロッケ,FamilyMart,日本
223,0252102,スパイシーチキン,160,やみつきになるスパイシーな味付けのフライドチキンです。,https://www.family.co.jp/content/dam/family/goods/0252102.jpg,鶏肉,フライドチキン,FamilyMart,日本
224,0240444,麻辣チーズ肉まん,130,チーズのマイルドさと痺れる辛さと旨みがやみつきになる肉まんです。コチジャンにXO醤を加え、山椒、唐辛子で味付けしました。チーズは伸びのモッツァレラとコクのゴーダとパルメザンを使用しています。［数量限定］,https://www.family.co.jp/content/dam/family/goods/0240444.jpg,チーズ,中華まん,FamilyMart,日本
225,0240512,北海道産小豆の\r\nこしあんまん（ごま風味）,130,北海道産小豆と沖縄県産黒糖を使用した黒糖蜜であんのコクをだし、生地はふんわりしっとり生地が特徴です。,https://www.family.co.jp/content/dam/family/goods/0240512.jpg,小豆,デザート,FamilyMart,日本
226,0240529,ジューシー本格肉まん,140,噛めばかむほど旨み際立つ生地と豚肉のじゅわっと広がる餡がお楽しみいただけます。 味付けはホタテ貝柱だしと中華スープを使用し、本格中華仕立ての逸品です。,https://www.family.co.jp/content/dam/family/goods/0240529.jpg,豚肉,中華まん,FamilyMart,日本
227,0240536,とろ～りチーズの\r\n濃厚ピザまん,140,4種のチーズを使用し、伸びが特徴のモッツァレラチーズはそのままに旨みが特徴のカマンベールチーズを新しく加えました。トマトのソースは甘味とフレッシュ感が特徴の完熟トマトを使用しました。生地は旨みのあるふんわり生地が特徴です。,https://www.family.co.jp/content/dam/family/goods/0240536.jpg,トマト,中華まん,FamilyMart,日本
228,0240543,スパイス香る\r\nキーマカレーまん,140,スパイスは特選スパイスを18種類オリジナル配合しました。鶏むね肉を使い、野菜の旨みとココナッツミルクパウダーを使用したコクとスパイスがクセになる味わいです。［数量限定］,https://www.family.co.jp/content/dam/family/goods/0240543.jpg,キーマ,中華まん,FamilyMart,日本
229,0240505,北海道産大納言小豆の\r\nつぶあんまん,130,通常より大粒な大納言小豆を100％使用し、粒感をお楽しみいただける仕立てで生地はしっとり口どけがよい生地が特徴です。,https://www.family.co.jp/content/dam/family/goods/0240505.jpg,小豆,デザート,FamilyMart,日本
